1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.062489760897171731e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.507315941798382006e-03
1.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.042851718002752115e+00
1.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,6.829417661671480233e-02
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,6.294228274895351305e+00
1.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.193241709242123305e-01
1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,8.442258948471632607e+00
1.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,3.156054844296741768e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.953238567839770123e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.583982636944629298e-03
2.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,5.188389817920324720e-01
2.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,8.533904655271069839e-02
2.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,2.316259751007493151e+00
2.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.487931879220286746e-01
2.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,3.895132830406125013e+00
2.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.840829609360582264e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.263077015102879841e-01
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.928614484747094265e-02
3.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.353744320454126848e+00
3.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,9.654090955680179331e-02
3.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,4.258899531393600668e+00
3.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.046107543896738545e-01
3.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,6.178778865379975116e+00
3.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,2.660120325444045308e-01
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.309264357374045229e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.481971951594806797e-03
4.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,1.201380991352523075e+00
4.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.078861975558781799e-01
4.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,6.141775955275557308e+00
4.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.922091936098026865e-01
4.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,1.044384288144934736e+01
4.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,3.095121344253456419e-01
5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.626836222163619838e-01
5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.900339758904446726e-03
5.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00,7.445018867791066697e-01
5.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+00,1.014880455983330765e-01
5.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,4.173493209739413068e+00
5.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,2.936314608862740094e-01
5.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,4.402333642691654170e+00
5.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+00,3.137082995569728250e-01
